Kind,Name,SumCyclomatic,AvgCyclomatic,MaxCyclomatic,CountClassDerived,MaxInheritanceTree,CountDeclMethodAll,CountDeclMethod,CountClassCoupled,PercentLackOfCohesion,CountClassBase,MaxEssential
Private Struct,"AStarGrid2D::SortPoints",3,3,3,0,0,1,1,1,0,0,3
Abstract Class,"AbstractPolygon2DEditor",180,3,46,6,7,1159,60,20,92,1,34
Private Struct,"AbstractPolygon2DEditor::PosVertex",3,1,1,0,1,9,3,0,33,1,1
Private Struct,"AbstractPolygon2DEditor::Vertex",6,1,1,1,0,6,6,0,50,0,1
Class,"AbstractPolygon2DEditorPlugin",64,1,6,6,3,688,37,8,92,1,3
Class,"AcceptDialog",136,2,16,16,4,1128,66,17,94,1,6
Private Struct,"AcceptDialog::ThemeCache",0,0,0,0,0,0,0,0,0,0,0
Class,"ActionMapEditor",141,2,17,0,4,1033,56,26,95,1,9
Public Struct,"ActionMapEditor::ActionInfo",0,0,0,0,0,0,0,1,0,0,0
Struct,"Active",0,0,0,0,0,0,0,1,0,0,0
Public Static Class,"AlcReloadCfg",2,2,2,0,0,10,1,1,0,1,1
Struct,"AlignedValue",5,1,1,0,0,5,5,0,80,0,1
Union,"Alignment_",0,0,0,0,0,0,0,0,0,0,0
Internal Class,"AllReadOnly",1,1,1,0,1,19,4,3,83,1,1
Public Class,"AllReadOnly.PropertyName",0,0,0,0,1,9,0,1,0,1,0
Internal Class,"AllWriteOnly",1,1,1,0,1,17,2,2,100,1,1
Public Class,"AllWriteOnly.PropertyName",0,0,0,0,1,9,0,1,0,1,0
Class,"AnchorPresetPicker",60,1,6,0,7,1126,33,10,100,1,3
Struct,"AndroidGodotCodePair",0,0,0,0,0,0,0,0,0,0,0
Class,"AndroidInputHandler",86,5,18,0,0,16,16,11,83,0,17
Public Struct,"AndroidInputHandler::JoypadEvent",0,0,0,0,0,0,0,0,0,0,0
Public Struct,"AndroidInputHandler::MouseEventInfo",0,0,0,0,0,0,0,0,0,0,0
Public Struct,"AndroidInputHandler::TouchPos",0,0,0,0,0,0,0,0,0,0,0
Class,"AndroidLogger",3,1,2,0,1,10,2,0,0,1,1
Class,"AnimatableBody2D",67,1,6,0,7,993,36,8,94,1,3
Class,"AnimatableBody3D",69,1,6,0,6,892,38,9,93,1,3
Class,"AnimatedSprite2D",171,2,22,0,4,861,68,9,92,1,17
Class,"AnimatedSprite3D",157,2,15,0,6,928,60,8,90,1,14
Class,"AnimatedTexture",106,2,11,0,3,199,53,9,91,1,3
Private Struct,"AnimatedTexture::Frame",0,0,0,0,0,0,0,0,0,0,0
Class,"AnimatedValuesBackup",73,2,10,0,1,69,33,11,95,1,6
Class,"Animation",1272,7,86,0,1,251,180,24,96,1,41
Private Struct,"Animation::AnimationTrack",1,1,1,0,1,3,1,1,100,1,1
Private Struct,"Animation::AudioKey",1,1,1,0,0,1,1,0,100,0,1
Private Struct,"Animation::AudioTrack",1,1,1,0,1,3,1,1,100,1,1
Private Struct,"Animation::BezierKey",0,0,0,0,0,0,0,0,0,0,0
Private Struct,"Animation::BezierTrack",1,1,1,0,1,3,1,1,100,1,1
Private Struct,"Animation::BlendShapeTrack",1,1,1,0,1,3,1,1,100,1,1
Private Struct,"Animation::Compression",0,0,0,0,0,0,0,1,0,0,0
Public Struct,"Animation::Compression::Page",0,0,0,0,0,0,0,1,0,0,0
Public Struct,"Animation::Impl",3,1,2,0,0,2,2,2,0,0,1
Private Struct,"Animation::Key",0,0,0,2,0,0,0,0,0,0,0
Private Struct,"Animation::MethodKey",0,0,0,0,1,0,0,1,0,1,0
Private Struct,"Animation::MethodTrack",1,1,1,0,1,3,1,2,0,1,1
Private Struct,"Animation::PositionTrack",1,1,1,0,1,3,1,1,100,1,1
Private Struct,"Animation::RotationTrack",1,1,1,0,1,3,1,1,100,1,1
Private Struct,"Animation::ScaleTrack",1,1,1,0,1,3,1,1,100,1,1
Private Struct Template,"Animation::TKey",0,0,0,0,1,0,0,0,0,1,0
Private Struct,"Animation::Track",2,1,1,9,0,2,2,1,100,0,1
Private Struct,"Animation::ValueTrack",1,1,1,0,1,3,1,1,100,1,1
Class,"AnimationBezierTrackEdit",330,5,112,0,4,1051,74,30,96,1,46
Private Struct,"AnimationBezierTrackEdit::AnimMoveRestore",0,0,0,0,0,0,0,1,0,0,0
Private Struct,"AnimationBezierTrackEdit::EditPoint",0,0,0,0,0,0,0,0,0,0,0
Private Struct,"AnimationBezierTrackEdit::PairCompare",2,2,2,0,0,1,1,1,0,0,1
Private Struct,"AnimationBezierTrackEdit::PairHasher",1,1,1,0,0,1,1,0,0,0,1
Struct,"AnimationCompressionBufferBitsRead",3,3,3,0,0,1,1,0,0,0,1
Struct,"AnimationCompressionDataState",46,6,16,0,0,7,7,1,68,0,9
Public Struct,"AnimationCompressionDataState::PacketData",0,0,0,0,0,0,0,0,0,0,0
Struct,"AnimationCompressionTimeState",0,0,0,0,0,0,0,0,0,0,0
Public Struct,"AnimationCompressionTimeState::Packet",0,0,0,0,0,0,0,0,0,0,0
Class,"AnimationLibrary",87,1,6,0,1,115,44,7,96,1,4
Class,"AnimationLibraryEditor",178,4,27,0,5,1173,45,29,92,1,21
Class,"AnimationMixer",486,4,117,2,2,640,115,27,96,1,57
Public Struct,"AnimationMixer::AnimationData",0,0,0,0,0,0,0,1,0,0,0
Public Struct,"AnimationMixer::AnimationInstance",0,0,0,0,0,0,0,2,0,0,0
Public Struct,"AnimationMixer::AnimationLibraryData",1,1,1,0,0,1,1,0,50,0,1
Public Struct,"AnimationMixer::PlaybackInfo",0,0,0,0,0,0,0,2,0,0,0
Protected Struct,"AnimationMixer::PlayingAudioStreamInfo",0,0,0,0,0,0,0,1,0,0,0
Protected Struct,"AnimationMixer::PlayingAudioTrackInfo",0,0,0,0,0,0,0,1,0,0,0
Protected Struct,"AnimationMixer::RootMotionCache",0,0,0,0,0,0,0,2,0,0,0
Protected Abstract Struct,"AnimationMixer::TrackCache",2,1,1,6,0,3,3,2,72,0,1
Protected Struct,"AnimationMixer::TrackCacheAnimation",2,1,1,0,1,5,2,1,100,1,1
Protected Struct,"AnimationMixer::TrackCacheAudio",3,1,1,0,1,6,3,2,55,1,1
Protected Struct,"AnimationMixer::TrackCacheBlendShape",3,1,1,0,1,6,3,1,66,1,1
Protected Struct,"AnimationMixer::TrackCacheMethod",2,1,1,0,1,5,2,1,0,1,1
Protected Struct,"AnimationMixer::TrackCacheTransform",3,1,1,0,1,6,3,4,45,1,1
Protected Struct,"AnimationMixer::TrackCacheValue",3,1,1,0,1,6,3,3,33,1,1
Class,"AnimationMultiTrackKeyEdit",195,4,52,0,1,212,42,16,96,1,29
Class,"AnimationNode",154,2,28,5,1,142,71,15,95,1,17
Internal Class,"AnimationNode",2,1,1,0,0,11,2,7,0,1,1
Public Struct,"AnimationNode::ChildNode",0,0,0,0,0,0,0,0,0,0,0
Public Struct,"AnimationNode::Input",0,0,0,0,0,0,0,1,0,0,0
Public Struct,"AnimationNode::NodeState",0,0,0,0,0,0,0,2,0,0,0
Public Struct,"AnimationNode::ProcessState",0,0,0,0,0,0,0,3,0,0,0
Class,"AnimationNodeAdd2",61,1,6,0,3,209,35,5,97,1,3
Class,"AnimationNodeAdd3",61,1,6,0,3,209,35,5,97,1,3
Class,"AnimationNodeAnimation",98,2,29,0,3,214,40,15,96,1,3
Class,"AnimationNodeBlend2",62,1,6,0,3,209,35,5,97,1,3
Class,"AnimationNodeBlend3",62,1,6,0,3,208,34,5,97,1,3
Class,"AnimationNodeBlendSpace1D",122,2,17,0,3,235,61,8,94,1,4
Protected Struct,"AnimationNodeBlendSpace1D::BlendPoint",0,0,0,0,0,0,0,0,0,0,0
Class,"AnimationNodeBlendSpace1DEditor",144,2,23,0,8,1184,50,35,93,1,9
Class,"AnimationNodeBlendSpace2D",184,2,21,0,3,250,76,12,94,1,9
Protected Struct,"AnimationNodeBlendSpace2D::BlendPoint",0,0,0,0,0,0,0,0,0,0,0
Protected Struct,"AnimationNodeBlendSpace2D::BlendTriangle",0,0,0,0,0,0,0,0,0,0,0
Class,"AnimationNodeBlendSpace2DEditor",184,3,37,0,8,1186,52,38,92,1,20
Class,"AnimationNodeBlendTree",152,2,9,0,3,234,60,12,87,1,9
Private Struct,"AnimationNodeBlendTree::Node",0,0,0,0,0,0,0,1,0,0,0
Public Struct,"AnimationNodeBlendTree::NodeConnection",0,0,0,0,0,0,0,0,0,0,0
Class,"AnimationNodeBlendTreeEditor",240,3,27,0,8,1205,71,50,93,1,11
Private Struct,"AnimationNodeBlendTreeEditor::AddOption",1,1,1,0,0,1,1,1,25,0,1
Class,"AnimationNodeEndState",54,1,6,0,3,202,28,4,100,1,3
Class,"AnimationNodeOneShot",108,2,27,0,3,226,52,7,94,1,4
Class,"AnimationNodeOutput",57,1,6,0,2,173,31,5,100,1,3
Class,"AnimationNodeStartState",54,1,6,0,3,202,28,4,100,1,3
Class,"AnimationNodeStateMachine",199,2,10,0,3,256,82,12,93,1,9
Private Struct,"AnimationNodeStateMachine::State",0,0,0,0,0,0,0,0,0,0,0
Private Struct,"AnimationNodeStateMachine::Transition",0,0,0,0,0,0,0,0,0,0,0
Class,"AnimationNodeStateMachineEditor",316,5,63,0,8,1196,62,45,94,1,33
Private Struct,"AnimationNodeStateMachineEditor::NodeRect",0,0,0,0,0,0,0,0,0,0,0
Private Struct,"AnimationNodeStateMachineEditor::NodeUR",0,0,0,0,0,0,0,0,0,0,0
Private Struct,"AnimationNodeStateMachineEditor::ThemeCache",1,1,1,0,0,1,1,0,100,0,1
Private Struct,"AnimationNodeStateMachineEditor::TransitionLine",0,0,0,0,0,0,0,1,0,0,0
Private Struct,"AnimationNodeStateMachineEditor::TransitionUR",0,0,0,0,0,0,0,0,0,0,0
Class,"AnimationNodeStateMachinePlayback",287,3,45,0,1,144,73,18,95,1,24
Private Struct,"AnimationNodeStateMachinePlayback::AStarCost",0,0,0,0,0,0,0,0,0,0,0
Private Struct,"AnimationNodeStateMachinePlayback::ChildStateMachineInfo",0,0,0,0,0,0,0,1,0,0,0
Private Struct,"AnimationNodeStateMachinePlayback::NextInfo",0,0,0,0,0,0,0,1,0,0,0
Private Struct,"AnimationNodeStateMachinePlayback::TransitionInfo",0,0,0,0,0,0,0,0,0,0,0
Class,"AnimationNodeStateMachineTransition",78,1,6,0,1,118,47,5,96,1,3
Class,"AnimationNodeSub2",61,1,6,0,3,209,35,5,97,1,3
Class,"AnimationNodeSync",58,1,6,7,2,174,32,5,96,1,3
Class,"AnimationNodeTimeScale",61,1,6,0,2,176,34,5,97,1,3
Class,"AnimationNodeTimeSeek",61,1,6,0,2,176,34,5,97,1,3
Class,"AnimationNodeTransition",128,2,26,0,3,226,52,8,94,1,8
Private Struct,"AnimationNodeTransition::InputData",0,0,0,0,0,0,0,0,0,0,0
Class,"AnimationPlayer",216,2,19,0,3,734,94,15,95,1,8
Internal Class,"AnimationPlayer",0,1,0,0,0,15,6,4,0,1,0
Private Struct,"AnimationPlayer::Blend",0,0,0,0,0,0,0,1,0,0,0
Private Struct,"AnimationPlayer::BlendKey",4,1,2,0,0,3,3,0,0,0,1
Private Struct,"AnimationPlayer::Playback",0,0,0,0,0,0,0,2,0,0,0
Private Struct,"AnimationPlayer::PlaybackData",0,0,0,0,0,0,0,1,0,0,0
Class,"AnimationPlayerEditor",369,3,28,0,7,1202,99,52,94,1,16
Private Struct,"AnimationPlayerEditor::BlendEditor",0,0,0,0,0,0,0,3,0,0,0
Class,"AnimationPlayerEditorPlugin",84,1,6,0,3,696,45,16,92,1,4
Class,"AnimationRootNode",58,1,6,7,2,174,32,5,100,1,3
Class,"AnimationTimelineEdit",156,2,33,0,5,1099,56,25,95,1,6
Class,"AnimationTrackEdit",258,3,60,8,4,1044,67,31,95,1,17
Class,"AnimationTrackEditAudio",81,2,12,0,5,1080,36,9,91,1,7
Class,"AnimationTrackEditBool",62,1,6,0,5,1076,32,4,100,1,3
Class,"AnimationTrackEditColor",66,2,7,0,5,1077,33,7,100,1,3
Class,"AnimationTrackEditDefaultPlugin",64,2,8,0,2,98,31,12,100,1,8
Class,"AnimationTrackEditGroup",69,1,6,0,4,1013,36,12,93,1,3
Class,"AnimationTrackEditPlugin",60,1,6,1,1,67,31,6,95,1,3
Class,"AnimationTrackEditSpriteFrame",86,2,15,0,5,1079,35,10,93,1,7
Class,"AnimationTrackEditSubAnim",78,2,15,0,5,1077,33,10,93,1,7
Class,"AnimationTrackEditTypeAnimation",79,2,15,0,5,1078,34,10,92,1,7
Class,"AnimationTrackEditTypeAudio",115,2,19,0,5,1083,39,16,95,1,11
Class,"AnimationTrackEditVolumeDB",61,1,6,0,5,1076,32,5,100,1,3
Class,"AnimationTrackEditor",652,5,117,0,7,1232,129,76,96,1,37
Private Struct,"AnimationTrackEditor::InsertData",0,0,0,0,0,0,0,3,0,0,0
Private Struct,"AnimationTrackEditor::KeyInfo",0,0,0,0,0,0,0,0,0,0,0
Private Struct,"AnimationTrackEditor::SelectedKey",2,2,2,0,0,1,1,0,0,0,1
Private Struct,"AnimationTrackEditor::TrackClipboard",0,0,0,0,0,0,0,3,0,0,0
Public Struct,"AnimationTrackEditor::TrackClipboard::Key",0,0,0,0,0,0,0,1,0,0,0
Private Struct,"AnimationTrackEditor::TrackIndices",3,3,3,0,0,1,1,1,0,0,1
Class,"AnimationTrackKeyEdit",168,4,37,0,1,212,42,15,95,1,27
Class,"AnimationTrackKeyEditEditor",69,2,8,0,6,1145,32,12,93,1,3
Private Struct,"AnimationTrackKeyEditEditor::KeyDataCache",0,0,0,0,0,0,0,1,0,0,0
Class,"AnimationTrackKeyEditEditorPlugin",58,1,6,0,3,683,32,6,98,1,3
Class,"AnimationTree",128,2,9,0,3,710,70,13,96,1,4
Internal Class,"AnimationTree",0,1,0,0,0,11,2,2,0,1,0
Private Struct,"AnimationTree::Activity",0,0,0,0,0,0,0,0,0,0,0
Class,"AnimationTreeEditor",103,2,7,0,7,1151,48,23,91,1,4
Class,"AnimationTreeEditorPlugin",63,1,6,0,3,686,35,11,95,1,3
Abstract Class,"AnimationTreeNodeEditorPlugin",54,1,6,4,7,1134,31,4,100,1,3
Abstract Class,"ApiContextRD",1,1,1,2,0,33,33,6,0,0,1
Class,"ApiLayerInterface",52,7,20,0,0,9,9,6,88,0,12
Class,"ApiLayerManifestFile",30,4,17,0,1,17,7,9,67,1,12
Class,"Area2D",187,2,15,1,5,957,76,14,95,1,8
Private Struct,"Area2D::AreaShapePair",4,1,2,0,0,3,3,0,33,0,1
Private Struct,"Area2D::AreaState",0,0,0,0,0,0,0,2,0,0,0
Private Struct,"Area2D::BodyState",0,0,0,0,0,0,0,2,0,0,0
Private Struct,"Area2D::ShapePair",4,1,2,0,0,3,3,0,33,0,1
Class,"Area3D",212,2,15,0,4,860,93,15,96,1,8
Private Struct,"Area3D::AreaShapePair",4,1,2,0,0,3,3,0,33,0,1
Private Struct,"Area3D::AreaState",0,0,0,0,0,0,0,2,0,0,0
Private Struct,"Area3D::BodyState",0,0,0,0,0,0,0,2,0,0,0
Private Struct,"Area3D::ShapePair",4,1,2,0,0,3,3,0,33,0,1
Struct,"AreaCMP",4,1,1,0,0,4,4,2,50,0,1
Struct,"ArgumentData",0,0,0,0,0,0,0,2,0,0,0
Type Alias,"Array",0,0,0,0,0,0,0,0,0,0,0
Class,"ArrayMesh",270,3,37,0,2,220,81,17,92,1,18
Private Struct,"ArrayMesh::Surface",0,0,0,0,0,0,0,2,0,0,0
Struct,"ArrayMeshLightmapSurface",0,0,0,0,0,0,0,1,0,0,0
Class,"ArrayOccluder3D",61,1,6,0,2,148,35,5,94,1,3
Abstract Struct Template,"ArrayOf",24,1,3,2,0,22,22,5,96,0,3
Abstract Struct Template,"ArrayOfM1",15,2,5,0,0,10,10,6,72,0,5
Class,"ArrayPrivate",0,0,0,0,0,0,0,4,0,0,0
Class,"AspectRatioAlign",0,0,0,0,0,0,0,0,0,0,0
Class,"AspectRatioContainer",94,2,20,0,5,1062,42,7,94,1,7
Class,"AspectRatioMeetOrSlice",0,0,0,0,0,0,0,0,0,0,0
Class,"AssetLibraryEditorPlugin",63,1,6,0,3,687,36,10,97,1,3
Class,"AtlasMergingDialog",100,2,18,0,6,1206,40,27,94,1,7
Class,"AtlasTexture",105,2,6,0,3,196,50,7,88,1,4
Struct,"AttributeListEntry",0,0,0,0,1,11,0,0,0,1,0
Class,"AudioBusLayout",84,2,13,0,1,103,32,6,93,1,13
Private Struct,"AudioBusLayout::Bus",1,1,1,0,0,1,1,2,57,0,1
Public Struct,"AudioBusLayout::Bus::Effect",0,0,0,0,0,0,0,0,0,0,0
