Kind,Name,Essential,Cyclomatic,CyclomaticModified,CyclomaticStrict
Public Virtual Function,"ActionRotate::onEnter",1,1,1,1
Public Virtual Const Function,"ActionRotate::subtitle",1,1,1,1
Public Static Function,"ActionRotateBy3D::create",1,2,2,3
Public Virtual Function,"ActionRotateBy3D::onEnter",1,1,1,1
Public Virtual Const Function,"ActionRotateBy3D::subtitle",1,1,1,1
Public Static Function,"ActionRotateToRepeat::create",1,2,2,3
Public Virtual Function,"ActionRotateToRepeat::onEnter",1,1,1,1
Public Virtual Const Function,"ActionRotateToRepeat::subtitle",1,1,1,1
Public Static Function,"ActionRotationalSkew::create",1,2,2,3
Public Virtual Function,"ActionRotationalSkew::onEnter",1,1,1,1
Public Virtual Const Function,"ActionRotationalSkew::subtitle",1,1,1,1
Public Static Function,"ActionRotationalSkewVSStandardSkew::create",1,2,2,3
Public Virtual Function,"ActionRotationalSkewVSStandardSkew::onEnter",1,1,1,1
Public Virtual Const Function,"ActionRotationalSkewVSStandardSkew::subtitle",1,1,1,1
Public Static Function,"ActionScale::create",1,2,2,3
Public Virtual Function,"ActionScale::onEnter",1,1,1,1
Public Virtual Const Function,"ActionScale::subtitle",1,1,1,1
Public Function,"ActionSequence2::callback1",1,1,1,1
Public Function,"ActionSequence2::callback2",1,1,1,1
Public Function,"ActionSequence2::callback3",1,1,1,1
Public Static Function,"ActionSequence2::create",1,2,2,3
Public Virtual Function,"ActionSequence2::onEnter",1,1,1,1
Public Virtual Const Function,"ActionSequence2::subtitle",1,1,1,1
Public Static Function,"ActionSequence3::create",1,2,2,3
Public Virtual Function,"ActionSequence3::onEnter",1,1,1,1
Public Virtual Const Function,"ActionSequence3::subtitle",1,1,1,1
Public Static Function,"ActionSequence::create",1,2,2,3
Public Virtual Function,"ActionSequence::onEnter",1,1,1,1
Public Virtual Const Function,"ActionSequence::subtitle",1,1,1,1
Public Static Function,"ActionSkew::create",1,2,2,3
Public Virtual Function,"ActionSkew::onEnter",1,1,1,1
Public Virtual Const Function,"ActionSkew::subtitle",1,1,1,1
Public Static Function,"ActionSkewRotateScale::create",1,2,2,3
Public Virtual Function,"ActionSkewRotateScale::onEnter",1,1,1,1
Public Virtual Const Function,"ActionSkewRotateScale::subtitle",1,1,1,1
Public Static Function,"ActionSpawn2::create",1,2,2,3
Public Virtual Function,"ActionSpawn2::onEnter",1,1,1,1
Public Virtual Const Function,"ActionSpawn2::subtitle",1,1,1,1
Public Static Function,"ActionSpawn::create",1,2,2,3
Public Virtual Function,"ActionSpawn::onEnter",1,1,1,1
Public Virtual Const Function,"ActionSpawn::subtitle",1,1,1,1
Public Virtual Function,"ActionStacked::addNewSpriteWithCoords",1,1,1,1
Public Static Function,"ActionStacked::create",1,2,2,3
Public Virtual Function,"ActionStacked::onEnter",1,1,1,1
Public Function,"ActionStacked::onTouchesEnded",1,2,2,2
Public Virtual Function,"ActionStacked::runActionsInSprite",1,1,1,1
Public Virtual Const Function,"ActionStacked::subtitle",1,1,1,1
Public Virtual Const Function,"ActionStacked::title",1,1,1,1
Public Static Function,"ActionTargeted::create",1,2,2,3
Public Virtual Function,"ActionTargeted::onEnter",1,1,1,1
Public Virtual Const Function,"ActionTargeted::subtitle",1,1,1,1
Public Virtual Const Function,"ActionTargeted::title",1,1,1,1
Public Static Function,"ActionTargetedReverse::create",1,2,2,3
Public Virtual Function,"ActionTargetedReverse::onEnter",1,1,1,1
Public Virtual Const Function,"ActionTargetedReverse::subtitle",1,1,1,1
Public Virtual Const Function,"ActionTargetedReverse::title",1,1,1,1
Public Static Function,"ActionTint::create",1,2,2,3
Public Virtual Function,"ActionTint::onEnter",1,1,1,1
Public Virtual Const Function,"ActionTint::subtitle",1,1,1,1
Public Function,"ActionsDemo::alignSpritesLeft",1,4,4,4
Public Function,"ActionsDemo::centerSprites",1,5,5,5
Public Virtual Function,"ActionsDemo::onEnter",1,1,1,1
Public Virtual Function,"ActionsDemo::onExit",1,1,1,1
Public Virtual Const Function,"ActionsDemo::title",1,1,1,1
Public Function,"ActionsEaseTests::ActionsEaseTests",1,1,1,1
Public Function,"ActionsProgressTests::ActionsProgressTests",1,1,1,1
Public Function,"ActionsTests::ActionsTests",1,1,1,1
Public Static Function,"AddAndDeleteParticleSystems::create",1,2,2,3
Public Virtual Function,"AddAndDeleteParticleSystems::onEnter",1,2,2,2
Public Function,"AddAndDeleteParticleSystems::removeSystem",1,4,4,4
Public Virtual Const Function,"AddAndDeleteParticleSystems::subtitle",1,1,1,1
Public Virtual Const Function,"AddAndDeleteParticleSystems::title",1,1,1,1
Public Virtual Function,"AddAndDeleteParticleSystems::update",1,3,3,3
Public Virtual Function,"AddRemoveSpriteSheet::initWithQuantityOfNodes",1,1,1,1
Public Virtual Function,"AddRemoveSpriteSheet::testName",1,1,1,1
Public Virtual Function,"AddRemoveSpriteSheet::updateQuantityOfNodes",1,5,5,5
Public Virtual Function,"AddRemoveSpriteSheet::~AddRemoveSpriteSheet",1,1,1,1
Public Static Function,"AddSprite::create",1,2,2,3
Public Virtual Const Function,"AddSprite::subtitle",1,1,1,1
Public Virtual Function,"AddSprite::testName",1,1,1,1
Public Virtual Const Function,"AddSprite::title",1,1,1,1
Public Virtual Function,"AddSprite::update",1,5,5,5
Public Static Function,"AddSpriteSheet::create",1,2,2,3
Public Virtual Const Function,"AddSpriteSheet::subtitle",1,1,1,1
Public Virtual Function,"AddSpriteSheet::testName",1,1,1,1
Public Virtual Const Function,"AddSpriteSheet::title",1,1,1,1
Public Virtual Function,"AddSpriteSheet::update",1,5,5,5
Public Function,"Animate3DCallbackTest::Animate3DCallbackTest",1,2,2,2
Public Static Function,"Animate3DCallbackTest::create",1,2,2,3
Public Virtual Const Function,"Animate3DCallbackTest::subtitle",1,1,1,1
Public Virtual Const Function,"Animate3DCallbackTest::title",1,1,1,1
Public Virtual Function,"Animate3DCallbackTest::~Animate3DCallbackTest",1,1,1,1
Public Function,"Animate3DTest::Animate3DTest",1,1,1,1
Protected Function,"Animate3DTest::addSprite3D",1,2,2,2
Public Static Function,"Animate3DTest::create",1,2,2,3
Public Function,"Animate3DTest::onTouchesEnded",4,5,5,5
Protected Function,"Animate3DTest::reachEndCallBack",1,1,1,1
Protected Function,"Animate3DTest::renewCallBack",1,1,1,1
Public Virtual Const Function,"Animate3DTest::subtitle",1,1,1,1
Public Virtual Const Function,"Animate3DTest::title",1,1,1,1
Public Virtual Function,"Animate3DTest::update",1,5,5,5
Public Virtual Function,"Animate3DTest::~Animate3DTest",1,7,7,7
Public Function,"AnimationCacheFile::AnimationCacheFile",1,1,1,1
Public Static Function,"AnimationCacheFile::create",1,2,2,3
Public Virtual Const Function,"AnimationCacheFile::subtitle",1,1,1,1
Public Virtual Const Function,"AnimationCacheFile::title",1,1,1,1
Public Virtual Function,"AnimationCacheFile::~AnimationCacheFile",1,1,1,1
Public Function,"AnimationCacheTest::AnimationCacheTest",1,4,4,4
Public Static Function,"AnimationCacheTest::create",1,2,2,3
Public Virtual Const Function,"AnimationCacheTest::subtitle",1,1,1,1
Public Virtual Const Function,"AnimationCacheTest::title",1,1,1,1
Public Virtual Function,"AnimationCacheTest::~AnimationCacheTest",1,1,1,1
Public Const Function,"AnimationInfo::Verify",1,1,1,6
Public Const Function,"AnimationInfo::endIndex",1,1,1,1
Public Const Function,"AnimationInfo::name",1,1,1,1
Public Const Function,"AnimationInfo::startIndex",1,1,1,1
Public Function,"AnimationInfoBuilder::AnimationInfoBuilder",1,1,1,1
Public Function,"AnimationInfoBuilder::Finish",1,1,1,1
Public Function,"AnimationInfoBuilder::add_endIndex",1,1,1,1
Public Function,"AnimationInfoBuilder::add_name",1,1,1,1
Public Function,"AnimationInfoBuilder::add_startIndex",1,1,1,1
Public Function,"AnimationPair::AnimationPair",1,1,1,1
Public Const Function,"AnimationPair::operator==",1,1,1,2
Public Function,"AnimationState::AnimationState",1,1,1,1
Public Function,"AnimationState::addAnimation",1,1,1,1
Public Function,"AnimationState::addAnimation",1,7,7,7
Public Function,"AnimationState::addEmptyAnimation",1,2,2,2
Public Function,"AnimationState::animationsChanged",3,8,8,9
Public Function,"AnimationState::apply",3,14,14,18
Public Function,"AnimationState::applyMixingFrom",9,24,22,27
Public Function,"AnimationState::applyRotateTimeline",6,14,13,15
Public Function,"AnimationState::clearTrack",5,5,5,5
Public Function,"AnimationState::clearTracks",1,2,2,2
Public Function,"AnimationState::computeHold",8,10,10,15
Public Function,"AnimationState::computeNotLast",1,4,4,4
Public Function,"AnimationState::disableQueue",1,1,1,1
Public Function,"AnimationState::disposeNext",1,2,2,2
Public Function,"AnimationState::enableQueue",1,1,1,1
Public Function,"AnimationState::expandToIndex",1,3,3,3
Public Function,"AnimationState::getCurrent",1,2,2,2
Public Function,"AnimationState::getData",1,1,1,1
Public Function,"AnimationState::getEmptyAnimation",1,1,1,1
Public Function,"AnimationState::getTimeScale",1,1,1,1
Public Function,"AnimationState::getTracks",1,1,1,1
Public Function,"AnimationState::newTrackEntry",1,2,2,2
Public Function,"AnimationState::queueEvents",6,8,8,10
Public Function,"AnimationState::setAnimation",1,1,1,1
Public Function,"AnimationState::setAnimation",1,3,3,3
Public Function,"AnimationState::setCurrent",1,4,4,5
Public Function,"AnimationState::setEmptyAnimation",1,1,1,1
Public Function,"AnimationState::setEmptyAnimations",1,3,3,3
Public Function,"AnimationState::setListener",1,1,1,1
Public Function,"AnimationState::setListener",1,1,1,1
Public Function,"AnimationState::setTimeScale",1,1,1,1
Public Function,"AnimationState::update",8,13,13,15
Public Function,"AnimationState::updateMixingFrom",3,5,5,7
Public Function,"AnimationState::~AnimationState",1,5,5,5
Public Function,"AnimationStateData::AnimationStateData",1,1,1,1
Public Function,"AnimationStateData::getDefaultMix",1,1,1,1
Public Function,"AnimationStateData::getMix",1,2,2,2
Public Function,"AnimationStateData::getSkeletonData",1,1,1,1
Public Function,"AnimationStateData::setDefaultMix",1,1,1,1
Public Function,"AnimationStateData::setMix",1,1,1,1
Public Function,"AnimationStateData::setMix",1,1,1,1
Function,"AppController",1,1,1,1
Function,"AppController",1,1,1,1
Function,"AppController",1,1,1,1
Function,"AppController",1,1,1,1
Function,"AppController",1,1,1,1
Function,"AppController",1,1,1,1
Function,"AppController",1,1,1,1
Public Function,"AppDelegate::AppDelegate",1,1,1,1
Public Function,"AppDelegate::AppDelegate",1,1,1,1
Public Function,"AppDelegate::AppDelegate",1,1,1,1
Public Function,"AppDelegate::AppDelegate",1,1,1,1
Public Function,"AppDelegate::AppDelegate",1,1,1,1
Public Function,"AppDelegate::AppDelegate",1,1,1,1
Public Function,"AppDelegate::AppDelegate",1,1,1,1
Public Virtual Function,"AppDelegate::applicationDidEnterBackground",1,1,1,1
Public Virtual Function,"AppDelegate::applicationDidEnterBackground",1,1,1,1
Public Virtual Function,"AppDelegate::applicationDidEnterBackground",1,1,1,1
Public Virtual Function,"AppDelegate::applicationDidEnterBackground",1,1,1,1
Public Virtual Function,"AppDelegate::applicationDidEnterBackground",1,2,2,2
Public Virtual Function,"AppDelegate::applicationDidEnterBackground",1,1,1,1
Public Virtual Function,"AppDelegate::applicationDidEnterBackground",1,1,1,1
Public Virtual Function,"AppDelegate::applicationDidFinishLaunching",1,4,4,4
Public Virtual Function,"AppDelegate::applicationDidFinishLaunching",1,4,4,4
Public Virtual Function,"AppDelegate::applicationDidFinishLaunching",1,1,1,1
Public Virtual Function,"AppDelegate::applicationDidFinishLaunching",1,4,4,4
Public Virtual Function,"AppDelegate::applicationDidFinishLaunching",1,3,3,3
Public Virtual Function,"AppDelegate::applicationDidFinishLaunching",1,2,2,2
Public Virtual Function,"AppDelegate::applicationDidFinishLaunching",1,2,2,2
Public Virtual Function,"AppDelegate::applicationWillEnterForeground",1,1,1,1
Public Virtual Function,"AppDelegate::applicationWillEnterForeground",1,1,1,1
Public Virtual Function,"AppDelegate::applicationWillEnterForeground",1,1,1,1
Public Virtual Function,"AppDelegate::applicationWillEnterForeground",1,1,1,1
Public Virtual Function,"AppDelegate::applicationWillEnterForeground",1,2,2,2
Public Virtual Function,"AppDelegate::applicationWillEnterForeground",1,1,1,1
Public Virtual Function,"AppDelegate::applicationWillEnterForeground",1,1,1,1
Public Virtual Function,"AppDelegate::initGLContextAttrs",1,1,1,1
Public Virtual Function,"AppDelegate::initGLContextAttrs",1,1,1,1
Public Virtual Function,"AppDelegate::initGLContextAttrs",1,1,1,1
Public Virtual Function,"AppDelegate::initGLContextAttrs",1,1,1,1
Public Virtual Function,"AppDelegate::initGLContextAttrs",1,1,1,1
Public Virtual Function,"AppDelegate::initGLContextAttrs",1,1,1,1
Public Function,"AppDelegate::initGLContextAttrs",1,1,1,1
Public Virtual Function,"AppDelegate::~AppDelegate",1,1,1,1
Public Virtual Function,"AppDelegate::~AppDelegate",1,1,1,1
Public Virtual Function,"AppDelegate::~AppDelegate",1,1,1,1
Public Virtual Function,"AppDelegate::~AppDelegate",1,1,1,1
Public Virtual Function,"AppDelegate::~AppDelegate",1,1,1,1
Public Virtual Function,"AppDelegate::~AppDelegate",1,1,1,1
Public Virtual Function,"AppDelegate::~AppDelegate",1,1,1,1
Public Function,"Application::Application",1,1,1,1
Public Function,"Application::applicationScreenSizeChanged",1,1,1,1
Public Function,"Application::getCurrentLanguage",1,1,1,1
Public Function,"Application::getCurrentLanguage",1,1,1,1
Public Function,"Application::getCurrentLanguageCode",1,1,1,1
Public Function,"Application::getCurrentLanguageCode",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getInstance",1,1,1,1
Public Function,"Application::getTargetPlatform",1,1,1,1
Public Function,"Application::getTargetPlatform",1,1,1,1
Public Function,"Application::getVersion",1,1,1,1
Public Function,"Application::openURL",1,1,1,1
Public Function,"Application::openURL",1,1,1,1
Public Function,"Application::openURL",1,1,1,1
Public Function,"Application::openURL",1,1,1,1
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::run",1,2,2,2
Public Function,"Application::setAnimationInterval",1,1,1,1
Public Function,"Application::sharedApplication",1,1,1,1
Public Function,"Application::~Application",1,1,1,1
Public Function,"ArmatureNodeReader::ArmatureNodeReader",1,1,1,1
Public Static Function,"ArmatureNodeReader::createInstance",1,1,1,1
Public Virtual Function,"ArmatureNodeReader::createNodeWithFlatBuffers",1,1,1,1
Public Virtual Function,"ArmatureNodeReader::createOptionsWithFlatBuffers",1,12,12,12
Public Static Function,"ArmatureNodeReader::destroyInstance",1,2,2,2
Private Function,"ArmatureNodeReader::getArmatureName",1,3,3,3
Public Static Function,"ArmatureNodeReader::getInstance",1,2,2,2
Public Virtual Function,"ArmatureNodeReader::setPropsWithFlatBuffers",1,3,3,3
Public Virtual Function,"ArmatureNodeReader::~ArmatureNodeReader",1,1,1,1
Public Static Function,"ArrayPerfTest::create",1,2,2,3
Public Virtual Function,"ArrayPerfTest::generateTestFunctions",1,2,2,2
Public Virtual Const Function,"ArrayPerfTest::subtitle",1,1,1,1
Public Virtual Const Function,"ArrayPerfTest::title",1,1,1,1
Public Function,"AssetsManager::create",1,1,1,1
Public Function,"AssetsManager::deleteVersion",1,1,1,1
Public Function,"AssetsManager::getConnectionTimeout",1,1,1,1
Public Const Function,"AssetsManager::getPackageUrl",1,1,1,1
Public Const Function,"AssetsManager::getStoragePath",1,1,1,1
Public Function,"AssetsManager::getVersion",1,1,1,1
Public Const Function,"AssetsManager::getVersionFileUrl",1,1,1,1
Public Function,"AssetsManager::setConnectionTimeout",1,1,1,1
Public Function,"AssetsManager::setDelegate",1,1,1,1
Public Function,"AssetsManager::setPackageUrl",1,1,1,1
Public Function,"AssetsManager::setSearchPath",1,1,1,1
Public Function,"AssetsManager::setStoragePath",1,1,1,1
Public Function,"AssetsManager::setVersionFileUrl",1,1,1,1
Public Function,"AssetsManager::uncompress",16,29,29,29
Public Function,"AssetsManager::update",1,1,1,1
Public Function,"AssetsManagerEx::batchDownload",1,4,4,4
Public Function,"AssetsManagerEx::checkUpdate",4,12,8,12
Public Function,"AssetsManagerEx::destroyDownloadedVersion",1,1,1,1
Public Function,"AssetsManagerEx::dispatchUpdateEvent",1,13,3,13
Public Function,"AssetsManagerEx::downloadFailedAssets",1,2,2,2
Public Function,"AssetsManagerEx::downloadManifest",1,5,5,5
Public Function,"AssetsManagerEx::downloadVersion",1,4,4,4
Public Function,"AssetsManagerEx::fileError",1,2,2,2
Public Function,"AssetsManagerEx::fileSuccess",1,3,3,3
Public Const Function,"AssetsManagerEx::getFailedAssets",1,1,1,1
Public Const Function,"AssetsManagerEx::getState",1,1,1,1
Public Function,"AssetsManagerEx::onDownloadUnitsFinished",1,3,3,3
Public Function,"AssetsManagerEx::onError",1,4,4,4
Public Function,"AssetsManagerEx::onProgress",1,9,9,11
Public Function,"AssetsManagerEx::onSuccess",1,8,8,8
Public Function,"AssetsManagerEx::parseManifest",1,6,6,6
Public Function,"AssetsManagerEx::parseVersion",1,6,6,6
Public Function,"AssetsManagerEx::queueDowload",1,4,4,5
Public Function,"AssetsManagerEx::startUpdate",1,9,9,11
Public Function,"AssetsManagerEx::update",11,18,9,18
Public Function,"AssetsManagerEx::updateAssets",1,6,6,8
Public Function,"AssetsManagerEx::updateSucceed",1,7,7,7
Public Function,"AssetsManagerExLoaderScene::AssetsManagerExLoaderScene",1,1,1,1
Public Static Function,"AssetsManagerExLoaderScene::create",1,2,2,3
Public Virtual Function,"AssetsManagerExLoaderScene::init",1,3,3,3
Public Virtual Function,"AssetsManagerExLoaderScene::onExit",1,1,1,1
Private Function,"AssetsManagerExLoaderScene::onLoadEnd",1,1,1,1
Public Function,"AssetsManagerExLoaderScene::startDownloadCallback",1,3,3,3
Public Virtual Const Function,"AssetsManagerExLoaderScene::title",1,1,1,1
Public Function,"AssetsManagerExTests::AssetsManagerExTests",1,1,1,1
Public Function,"AsyncLoadSprite3DTest::AsyncLoadSprite3DTest",1,1,1,1
Public Function,"AsyncLoadSprite3DTest::asyncLoad_Callback",1,1,1,1
Public Static Function,"AsyncLoadSprite3DTest::create",1,2,2,3
Public Function,"AsyncLoadSprite3DTest::menuCallback_asyncLoadSprite",1,2,2,2
Public Virtual Const Function,"AsyncLoadSprite3DTest::subtitle",1,1,1,1
Public Virtual Const Function,"AsyncLoadSprite3DTest::title",1,1,1,1
Public Virtual Function,"AsyncLoadSprite3DTest::~AsyncLoadSprite3DTest",1,1,1,1
Public Function,"AsyncTaskPool::enqueue",1,1,1,1
Public Function,"AttachmentTest::AttachmentTest",1,1,1,1
Public Function,"AttachmentTest::addNewSpriteWithCoords",1,2,2,2
Public Static Function,"AttachmentTest::create",1,2,2,3
Public Function,"AttachmentTest::onTouchesEnded",1,2,2,2
Public Virtual Const Function,"AttachmentTest::subtitle",1,1,1,1
Public Virtual Const Function,"AttachmentTest::title",1,1,1,1
